Flight Number,Flight Departure Date,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Aircraft Payload,Available Payload,Maximum Zero Fuel Weight (Kgs),Actual Zero Fuel Weight (Kgs),Take Off Fuel,Maximum Take Off Weight (Kgs),Actual Take Off Weight (Kgs),Trip Fuel Leg,Maximum Landing Weight (Kgs),Actual Landing Weight (Kgs),First Class Flown Passenger,Business Class Flown Passenger,Economy Class Flown Passenger,Total Male,Total Female,Total Children,Total Infants,Total Passenger Weight (Kgs),Total Compartment Weight (Kgs),Total Baggage Weight Leg (Kgs),Total Cargo Weight Leg (Kgs),Total Mail Weight Leg (Kgs),Total Engg Weight Leg (Kgs),Dry Operating Weight (Kgs),Cockpit Crew Count,Cabin Crew Count,First Class Non Revenue Passenger,Business Class Non Revenue Passenger,Economy Class Non Revenue Passenger,Dom Intl Flag
9I0506,11/7/2019,VTRKL,COK,BLR,3819,6934,21000,17685,2200,23000,19885,957,22350,18928,0,0,46,23,21,2,2,3465,354,339,0,0,0,13866,2,3,0,0,0,D
9I0506,12/7/2019,VTRKL,AGX,COK,1976,5407,21000,15842,2160,21433,18002,800,22350,17202,0,0,24,16,8,0,1,1810,166,166,0,0,0,13866,2,3,0,0,0,D
9I0506,12/7/2019,VTRKL,COK,BLR,4676,6834,21000,18542,2300,23000,20842,1000,22350,19842,0,0,56,35,20,1,1,4170,506,505,0,0,0,13866,2,3,0,0,0,D
9I0506,13/07/2019,VTRKL,AGX,COK,5694,2064,21000,15930,2070,21630,18000,800,22350,17200,0,0,25,20,4,1,2,1855,209,201,0,8,0,13866,2,3,0,0,0,D
9I0506,13/07/2019,VTRKL,COK,BLR,4467,6834,21000,18333,2300,23000,20633,960,22350,19673,0,0,54,34,18,2,1,4055,412,402,0,0,0,13866,2,3,0,0,0,D
9I0506,14/07/2019,VTRKL,AGX,COK,1104,4684,21000,14970,2050,20600,17020,720,22350,16300,0,0,13,9,4,0,1,985,119,69,0,0,0,13866,2,3,0,0,0,D
9I0506,14/07/2019,VTRKL,COK,BLR,4623,6834,21000,18489,2300,23000,20789,957,22350,19832,0,0,58,37,16,5,1,4160,463,463,0,0,0,13866,2,3,0,0,1,D
9I0506,15/07/2019,VTRKL,AGX,COK,1280,5409,21000,15061,2200,21390,17261,720,22350,16541,0,0,16,10,5,1,0,1160,120,0,0,15,0,13781,2,3,0,0,0,D
9I0506,15/07/2019,VTRKL,COK,BLR,4446,6819,21000,18227,2400,23000,20627,957,22350,19670,0,0,56,28,25,3,2,4100,346,346,0,0,0,13781,2,3,0,0,0,D
9I0506,16/07/2019,VTRKL,AGX,COK,2721,5057,21000,16587,2150,21073,18737,800,22350,17937,0,0,31,15,12,4,2,2335,386,383,0,3,0,13866,2,3,0,0,0,D
9I0506,16/07/2019,VTRKL,COK,BLR,4985,6734,21000,18851,2400,23000,21251,957,22350,20294,0,0,60,39,18,3,2,4550,435,402,5,0,0,13866,2,3,0,0,1,D
